mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_learning_rate,param_loss,param_n_estimators,param_subsample,params,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_test_neg_mean_squared_error,split1_test_neg_mean_squared_error,split2_test_neg_mean_squared_error,split3_test_neg_mean_squared_error,split4_test_neg_mean_squared_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error
0.9074562072753907,0.0037096779475693483,0.0022824287414550783,9.258470957482252e-05,friedman_mse,0.001,huber,500,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'loss': 'huber', 'n_estimators': 500, 'subsample': 0.8}",0.5732112962628007,0.5647608796728101,0.5583556707933512,0.5734344563819328,0.5854783945520479,0.5710481395325886,0.00915679435514913,21,-133.77527988533765,-134.93885336570827,-124.42052507462257,-125.85887775481969,-107.91526913886041,-125.38176104386972,9.674906992859627,21
0.9995657920837402,0.04071994537199344,0.0019130706787109375,0.0003109766196238517,friedman_mse,0.001,huber,500,1.0,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'loss': 'huber', 'n_estimators': 500, 'subsample': 1.0}",0.5729901607225714,0.5644507072864777,0.5569468802220252,0.5732842519747553,0.5851974914010696,0.5705738983213798,0.009489182327346983,22,-133.844593971038,-135.0350172999749,-124.81741110035155,-125.90319581661353,-107.9883985939753,-125.51772335639063,9.67297173718025,22
0.3589638233184814,0.002075055223708255,0.0009426116943359375,3.68106550316199e-05,friedman_mse,0.001,huber,200,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'loss': 'huber', 'n_estimators': 200, 'subsample': 0.8}",0.2852952870377351,0.269615866944776,0.26955580551206193,0.289250300710163,0.30081540937168105,0.2829065339152834,0.012013002257205502,23,-224.02144708771368,-226.44379337245402,-205.78154004412562,-209.7078886364267,-182.02354782897535,-209.5956433939391,15.916936935923731,23
0.3932312488555908,0.012294678658865387,0.0008073806762695313,7.591684846407845e-05,friedman_mse,0.001,huber,200,1.0,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'loss': 'huber', 'n_estimators': 200, 'subsample': 1.0}",0.283921752576743,0.2690875377215889,0.2688704815603561,0.28910475316715123,0.30078217199460333,0.2823533394040885,0.012210096873024037,24,-224.45197618874752,-226.60759330735618,-205.97461025985922,-209.75083268265243,-182.03220074463928,-209.76344263665092,16.01783765926047,24
0.3351327419281006,0.0036348777024410497,0.0008636474609375,4.167747711416267e-05,friedman_mse,0.01,quantile,200,1.0,"{'criterion': 'friedman_mse', 'learning_rate': 0.01, 'loss': 'quantile', 'n_estimators': 200, 'subsample': 1.0}",0.33952028278986524,0.3116293888127707,0.28888608696966334,0.22297074034726372,0.16898893196934273,0.26639908617778113,0.06208528688753348,25,-207.0248304481384,-213.4181800901267,-200.33579193927528,-229.2637838796355,-216.3428441009461,-213.27708609162443,9.711447686338637,25
0.3067984104156494,0.0037090266319757654,0.0009184837341308594,3.7003792417902445e-05,friedman_mse,0.01,quantile,200,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.01, 'loss': 'quantile', 'n_estimators': 200, 'subsample': 0.8}",0.270530926805738,0.26187235573761913,0.2594011624108874,0.2277540975273168,0.1292030732234275,0.22975232314099778,0.05232167666559417,26,-228.64927909232918,-228.84454384390236,-208.6423172420648,-227.85244633587698,-226.70057117248527,-224.1378315373317,7.784385147104376,26
0.18093528747558593,0.0006960844369655333,0.0005856037139892578,1.7997934130989758e-05,friedman_mse,0.001,huber,100,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'loss': 'huber', 'n_estimators': 100, 'subsample': 0.8}",0.14465873559510656,0.12565773952222148,0.13001867112495646,0.15069212872885296,0.16152150144915411,0.14250975528405832,0.013213882567363394,27,-268.10343395054105,-271.07568361354936,-245.09209466856495,-250.5897092387515,-218.28689180261188,-250.6295626548037,18.974158944028378,27
0.1935579776763916,0.0016401893125777194,0.0005007743835449219,2.7164488423978236e-05,friedman_mse,0.001,huber,100,1.0,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'loss': 'huber', 'n_estimators': 100, 'subsample': 1.0}",0.14432337266151984,0.12575894668615328,0.12970587687727742,0.15041326070550276,0.16144528455657803,0.14232934829740626,0.013180857576836175,28,-268.2085521739403,-271.0443059684446,-245.18021540727446,-250.67198971589195,-218.30673387204126,-250.68235942751852,18.97488406066902,28
0.1723789691925049,0.001437312991111439,0.0005045890808105469,2.1179086192926042e-05,friedman_mse,0.01,quantile,100,1.0,"{'criterion': 'friedman_mse', 'learning_rate': 0.01, 'loss': 'quantile', 'n_estimators': 100, 'subsample': 1.0}",-0.49883770673997163,-0.5076858620875757,-0.6326172641731889,-0.6723486289804168,-0.8895741759053595,-0.6402127275773024,0.14200127163435403,29,-469.8049221220776,-467.43362892758194,-459.94272726023246,-493.4292626474852,-491.92588051063814,-476.50728429360305,13.606791618927884,29
0.16002044677734376,0.0016841957793087535,0.0005506515502929687,2.5176640710262054e-05,friedman_mse,0.01,quantile,100,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.01, 'loss': 'quantile', 'n_estimators': 100, 'subsample': 0.8}",-0.5209429089411384,-0.5221561120429965,-0.6354194786844902,-0.6463103041303278,-0.9056229990780678,-0.646090360575404,0.14035147961706348,30,-476.73371284565764,-471.9198960063129,-460.7321702074433,-485.74661130989404,-496.1039813605883,-478.24727434597924,12.035011411346655,30
0.8562967300415039,0.007217039494655388,0.0013579368591308595,8.499073596698067e-05,friedman_mse,0.001,quantile,500,1.0,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'loss': 'quantile', 'n_estimators': 500, 'subsample': 1.0}",-1.041281020629365,-1.0867351020622773,-1.2770498455229995,-1.2654592326647136,-1.6521700599464268,-1.2645390521651563,0.2153478851503034,31,-639.8316953287248,-646.9584851163647,-641.4929812638807,-668.4275391867333,-690.4577277989024,-657.4336857389211,19.417096184833653,31
0.7907442569732666,0.0049098938335369125,0.0015987396240234376,0.00013347374773896078,friedman_mse,0.001,quantile,500,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'loss': 'quantile', 'n_estimators': 500, 'subsample': 0.8}",-1.0609144621309126,-1.0993093004979295,-1.2622651189744651,-1.2750398853531966,-1.6382222312478616,-1.2671501996408732,0.20419809531241154,32,-645.9857221550748,-650.8569120721593,-637.327811876202,-671.254326801372,-686.8265933341938,-658.4502732478004,18.046284223239727,32
0.3439191341400146,0.004701383046751778,0.0006585121154785156,2.6839621430624683e-05,friedman_mse,0.001,quantile,200,1.0,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'loss': 'quantile', 'n_estimators': 200, 'subsample': 1.0}",-1.4372600251040142,-1.4831983742552621,-1.720662820916758,-1.6580169878498854,-2.1352555426615973,-1.6868787501575035,0.24771407559597208,33,-763.9497933206807,-769.8755136020415,-766.4681155026836,-784.2523620322331,-816.2227040971758,-780.1536977109629,19.356006909241284,33
0.326492977142334,0.009599822858600955,0.0007654666900634765,5.700220764678282e-05,friedman_mse,0.001,quantile,200,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'loss': 'quantile', 'n_estimators': 200, 'subsample': 0.8}",-1.4375798785814142,-1.483449271966291,-1.7078963004898888,-1.6961788006965945,-2.1270437142501755,-1.690429593196873,0.24402617134705712,34,-764.0500501646103,-769.9533003814395,-762.8715173583344,-795.5120687990711,-814.0848621572288,-781.2943597721367,20.212606270289086,34
0.17192368507385253,0.0008097510190074093,0.00043430328369140623,2.440577232155576e-05,friedman_mse,0.001,quantile,100,1.0,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'loss': 'quantile', 'n_estimators': 100, 'subsample': 1.0}",-1.575087770269434,-1.6309045245027636,-1.871813942627845,-1.8292174549748847,-2.3087480793867146,-1.8431543543523283,0.2587287420171232,35,-807.1513706445792,-815.6694177310582,-809.0505753809628,-834.765346462935,-861.3892130274936,-825.6051846494056,20.384911356319993,35
0.16475920677185057,0.0034712781584907617,0.0004824161529541016,2.0929077638404632e-05,friedman_mse,0.001,quantile,100,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'loss': 'quantile', 'n_estimators': 100, 'subsample': 0.8}",-1.57545438150514,-1.6339624882242871,-1.865207840017138,-1.8513421665405696,-2.30128014095253,-1.8454494034479332,0.255276637752542,36,-807.2662835282525,-816.617489949167,-807.1894969040864,-841.293279649211,-859.4450330970734,-826.362316625558,20.71046561053956,36
6.799697875976562e-05,2.622170845960144e-06,0.0,0.0,mae,0.1,huber,500,1.0,"{'criterion': 'mae', 'learning_rate': 0.1, 'loss': 'huber', 'n_estimators': 500, 'subsample': 1.0}",,,,,,,,37,,,,,,,,37
8.339881896972657e-05,2.329065204007686e-05,0.0,0.0,mae,0.1,huber,200,1.0,"{'criterion': 'mae', 'learning_rate': 0.1, 'loss': 'huber', 'n_estimators': 200, 'subsample': 1.0}",,,,,,,,37,,,,,,,,37
6.766319274902344e-05,5.185042274119639e-06,0.0,0.0,mae,0.1,huber,200,0.8,"{'criterion': 'mae', 'learning_rate': 0.1, 'loss': 'huber', 'n_estimators': 200, 'subsample': 0.8}",,,,,,,,37,,,,,,,,37
6.585121154785156e-05,1.5986494650116166e-06,0.0,0.0,mae,0.1,quantile,100,0.8,"{'criterion': 'mae', 'learning_rate': 0.1, 'loss': 'quantile', 'n_estimators': 100, 'subsample': 0.8}",,,,,,,,37,,,,,,,,37
6.613731384277343e-05,9.60800250988478e-07,0.0,0.0,mae,0.1,huber,500,0.8,"{'criterion': 'mae', 'learning_rate': 0.1, 'loss': 'huber', 'n_estimators': 500, 'subsample': 0.8}",,,,,,,,37,,,,,,,,37
6.685256958007812e-05,1.9286869445950207e-06,0.0,0.0,mse,0.001,huber,500,1.0,"{'criterion': 'mse', 'learning_rate': 0.001, 'loss': 'huber', 'n_estimators': 500, 'subsample': 1.0}",,,,,,,,37,,,,,,,,37
6.7138671875e-05,5.011556264221665e-06,0.0,0.0,mae,0.1,huber,100,1.0,"{'criterion': 'mae', 'learning_rate': 0.1, 'loss': 'huber', 'n_estimators': 100, 'subsample': 1.0}",,,,,,,,37,,,,,,,,37
6.475448608398438e-05,9.60800250988478e-07,0.0,0.0,mse,0.001,lad,200,1.0,"{'criterion': 'mse', 'learning_rate': 0.001, 'loss': 'lad', 'n_estimators': 200, 'subsample': 1.0}",,,,,,,,37,,,,,,,,37
6.628036499023438e-05,1.2971373089538043e-06,0.0,0.0,mse,0.001,lad,200,0.8,"{'criterion': 'mse', 'learning_rate': 0.001, 'loss': 'lad', 'n_estimators': 200, 'subsample': 0.8}",,,,,,,,37,,,,,,,,37
6.504058837890625e-05,9.5367431640625e-08,0.0,0.0,mae,0.1,quantile,200,0.8,"{'criterion': 'mae', 'learning_rate': 0.1, 'loss': 'quantile', 'n_estimators': 200, 'subsample': 0.8}",,,,,,,,37,,,,,,,,37
6.632804870605468e-05,1.5843627668224477e-06,0.0,0.0,mae,0.1,quantile,200,1.0,"{'criterion': 'mae', 'learning_rate': 0.1, 'loss': 'quantile', 'n_estimators': 200, 'subsample': 1.0}",,,,,,,,37,,,,,,,,37
6.623268127441407e-05,8.44957597096889e-07,0.0,0.0,mae,0.1,quantile,500,0.8,"{'criterion': 'mae', 'learning_rate': 0.1, 'loss': 'quantile', 'n_estimators': 500, 'subsample': 0.8}",,,,,,,,37,,,,,,,,37
6.508827209472656e-05,1.187314948843835e-06,0.0,0.0,mae,0.1,quantile,500,1.0,"{'criterion': 'mae', 'learning_rate': 0.1, 'loss': 'quantile', 'n_estimators': 500, 'subsample': 1.0}",,,,,,,,37,,,,,,,,37
6.494522094726562e-05,1.0070186654063642e-06,0.0,0.0,mae,0.01,ls,100,0.8,"{'criterion': 'mae', 'learning_rate': 0.01, 'loss': 'ls', 'n_estimators': 100, 'subsample': 0.8}",,,,,,,,37,,,,,,,,37
6.666183471679688e-05,7.478898592642843e-07,0.0,0.0,mae,0.1,quantile,100,1.0,"{'criterion': 'mae', 'learning_rate': 0.1, 'loss': 'quantile', 'n_estimators': 100, 'subsample': 1.0}",,,,,,,,37,,,,,,,,37
6.594657897949219e-05,1.328314616888439e-06,0.0,0.0,mae,0.1,huber,100,0.8,"{'criterion': 'mae', 'learning_rate': 0.1, 'loss': 'huber', 'n_estimators': 100, 'subsample': 0.8}",,,,,,,,37,,,,,,,,37
6.604194641113281e-05,8.529922399520072e-07,0.0,0.0,mae,0.1,lad,200,1.0,"{'criterion': 'mae', 'learning_rate': 0.1, 'loss': 'lad', 'n_estimators': 200, 'subsample': 1.0}",,,,,,,,37,,,,,,,,37
6.52313232421875e-05,1.1641078582509711e-06,0.0,0.0,mae,0.1,lad,500,0.8,"{'criterion': 'mae', 'learning_rate': 0.1, 'loss': 'lad', 'n_estimators': 500, 'subsample': 0.8}",,,,,,,,37,,,,,,,,37
6.532669067382812e-05,1.0446978712180444e-06,0.0,0.0,mse,0.001,quantile,100,1.0,"{'criterion': 'mse', 'learning_rate': 0.001, 'loss': 'quantile', 'n_estimators': 100, 'subsample': 1.0}",,,,,,,,37,,,,,,,,37
6.456375122070313e-05,8.17605409597504e-07,0.0,0.0,mse,0.001,quantile,200,0.8,"{'criterion': 'mse', 'learning_rate': 0.001, 'loss': 'quantile', 'n_estimators': 200, 'subsample': 0.8}",,,,,,,,37,,,,,,,,37
6.566047668457031e-05,9.725607897935458e-07,0.0,0.0,mse,0.001,quantile,200,1.0,"{'criterion': 'mse', 'learning_rate': 0.001, 'loss': 'quantile', 'n_estimators': 200, 'subsample': 1.0}",,,,,,,,37,,,,,,,,37
6.861686706542969e-05,3.883808649882743e-06,0.0,0.0,mse,0.001,quantile,500,0.8,"{'criterion': 'mse', 'learning_rate': 0.001, 'loss': 'quantile', 'n_estimators': 500, 'subsample': 0.8}",,,,,,,,37,,,,,,,,37
6.694793701171875e-05,2.866580651319339e-06,0.0,0.0,mse,0.001,quantile,500,1.0,"{'criterion': 'mse', 'learning_rate': 0.001, 'loss': 'quantile', 'n_estimators': 500, 'subsample': 1.0}",,,,,,,,37,,,,,,,,37
6.52313232421875e-05,7.325311420315369e-07,0.0,0.0,mae,0.1,ls,100,0.8,"{'criterion': 'mae', 'learning_rate': 0.1, 'loss': 'ls', 'n_estimators': 100, 'subsample': 0.8}",,,,,,,,37,,,,,,,,37
6.499290466308594e-05,1.1344315770502394e-06,0.0,0.0,mae,0.1,ls,100,1.0,"{'criterion': 'mae', 'learning_rate': 0.1, 'loss': 'ls', 'n_estimators': 100, 'subsample': 1.0}",,,,,,,,37,,,,,,,,37
6.480216979980469e-05,7.599533772711385e-07,0.0,0.0,mae,0.1,ls,200,0.8,"{'criterion': 'mae', 'learning_rate': 0.1, 'loss': 'ls', 'n_estimators': 200, 'subsample': 0.8}",,,,,,,,37,,,,,,,,37
6.575584411621094e-05,2.202760593881816e-06,0.0,0.0,mae,0.1,ls,200,1.0,"{'criterion': 'mae', 'learning_rate': 0.1, 'loss': 'ls', 'n_estimators': 200, 'subsample': 1.0}",,,,,,,,37,,,,,,,,37
6.723403930664062e-05,1.790521941711291e-06,0.0,0.0,mae,0.1,ls,500,0.8,"{'criterion': 'mae', 'learning_rate': 0.1, 'loss': 'ls', 'n_estimators': 500, 'subsample': 0.8}",,,,,,,,37,,,,,,,,37
6.465911865234375e-05,1.1718946196980007e-06,0.0,0.0,mae,0.1,ls,500,1.0,"{'criterion': 'mae', 'learning_rate': 0.1, 'loss': 'ls', 'n_estimators': 500, 'subsample': 1.0}",,,,,,,,37,,,,,,,,37
6.537437438964843e-05,9.221591761500223e-07,0.0,0.0,mae,0.1,lad,100,0.8,"{'criterion': 'mae', 'learning_rate': 0.1, 'loss': 'lad', 'n_estimators': 100, 'subsample': 0.8}",,,,,,,,37,,,,,,,,37
6.651878356933594e-05,1.8031759644688643e-06,0.0,0.0,mse,0.001,huber,500,0.8,"{'criterion': 'mse', 'learning_rate': 0.001, 'loss': 'huber', 'n_estimators': 500, 'subsample': 0.8}",,,,,,,,37,,,,,,,,37
6.499290466308594e-05,1.1344315770502394e-06,0.0,0.0,mse,0.001,huber,200,1.0,"{'criterion': 'mse', 'learning_rate': 0.001, 'loss': 'huber', 'n_estimators': 200, 'subsample': 1.0}",,,,,,,,37,,,,,,,,37
6.551742553710938e-05,1.0160100818949946e-06,0.0,0.0,mse,0.001,huber,200,0.8,"{'criterion': 'mse', 'learning_rate': 0.001, 'loss': 'huber', 'n_estimators': 200, 'subsample': 0.8}",,,,,,,,37,,,,,,,,37
